کانسپت,برند,دسته,آیتم,قیمت (تومان)
غذای ایرانی ( اکسپرس),طریقت,,سرویس دهی آنلاین,200000
غذای ایرانی ( اکسپرس),طریقت,,نوع غذا,200000
غذای ایرانی ( اکسپرس),طریقت,,آدرس رستوران,200000
غذای ایرانی ( اکسپرس),طریقت,,سبد خرید,200000
غذای ایرانی ( اکسپرس),مرشد,,باقالی‌پلو مخصوص ۴ نفر,698000
غذای ایرانی ( اکسپرس),مرشد,,سفید مخصوص ۴ نفر,694000
غذای ایرانی ( اکسپرس),مرشد,,گردن مخصوص ۲ نفر,353000
غذای ایرانی ( اکسپرس),مرشد,,سفید مخصوص ۲ نفر,349000
غذای ایرانی ( اکسپرس),مرشد,,باقالی پلو با ماهیچه,231500
غذای ایرانی ( اکسپرس),مرشد,,"۲,۳۱۵,۰۰۰ تومان چلو ماهیچه",229000
غذای ایرانی ( اکسپرس),مرشد,,کباب برگ مخصوص گوسفندی,197000
غذای ایرانی ( اکسپرس),مرشد,,کباب کوبیده مخصوص مرشد,990000
غذای ایرانی ( اکسپرس),مرشد,,کباب کوبیده گوشت شتر,109000
غذای ایرانی ( اکسپرس),مرشد,,مرشد چهارشنبه،پنجشنبه و جمعه,199000
غذای ایرانی ( اکسپرس),مرشد,,مرشد سینه یا ران,940000
غذای ایرانی ( اکسپرس),مرشد,,جوجه کباب با استخوان,123500
غذای ایرانی ( اکسپرس),مرشد,,سینه ناموجود چلو کره,315000
غذای ایرانی ( اکسپرس),مرشد,,خوراک دست همایونی نمونه,650000
غذای ایرانی ( اکسپرس),مرشد,,"۶,۵۰۰,۰۰۰ تومان خوراک گردن",329000
غذای ایرانی ( اکسپرس),مرشد,,"۳,۲۹۰,۰۰۰ تومان خوراک ماهیچه",219000
غذای ایرانی ( اکسپرس),مرشد,,چهارشنبه ،پنجشنبه و جمعه,189000
غذای ایرانی ( اکسپرس),مرشد,,مرشد ران یا سینه,840000
غذای ایرانی ( اکسپرس),مرشد,,خوراک جوجه با استخوان,113500
غذای ایرانی ( اکسپرس),مرشد,,"۱,۱۳۵,۰۰۰ تومان خوراک مرغ",740000
غذای ایرانی ( اکسپرس),مرشد,,خوراک مرغ حضرتی,134000
غذای ایرانی ( اکسپرس),مرشد,,مرغ حضرتی مخصوص دونفر,154000
غذای ایرانی ( اکسپرس),مرشد,,پلو با مرغ حضرتی,158000
غذای ایرانی ( اکسپرس),مرشد,,زرشک پلو با مرغ,840000
غذای ایرانی ( اکسپرس),مرشد,,باقالی پلو با مرغ,860000
غذای ایرانی ( اکسپرس),مرشد,,هر روز (فقط نهار),680000
غذای ایرانی ( اکسپرس),مرشد,,سیب زمینی (فقط نهار),580000
غذای ایرانی ( اکسپرس),مرشد,,چهارشنبه، پنجشنبه و جمعه,840000
غذای ایرانی ( اکسپرس),مرشد,,پلو مخصوص ۲ نفر,335000
غذای ایرانی ( اکسپرس),مرشد,,"نفر ۳۳۵,۰۰۰ تومان سوپ",385000
غذای ایرانی ( اکسپرس),مرشد,,و بادمجان ۲ نفره,385000
غذای ایرانی ( اکسپرس),مرشد,,میرزا قاسمی ۲ نفره,385000
غذای ایرانی ( اکسپرس),مرشد,,موسیر کوزه‌ای کوزه ای,190000
غذای ایرانی ( اکسپرس),مرشد,,و خیار مخصوص مرشد,250000
غذای ایرانی ( اکسپرس),مرشد,,"۲۵۰,۰۰۰ تومان بورانی بادمجان",210000
غذای ایرانی ( اکسپرس),مرشد,,"۲۱۰,۰۰۰ تومان بورانی اسفناج",210000
غذای ایرانی ( اکسپرس),مرشد,,"اسفناج ۲۱۰,۰۰۰تومان زیتون پرورده",295000
غذای ایرانی ( اکسپرس),مرشد,,"۲۹۵,۰۰۰ تومان سالاد شیرازی",190000
غذای ایرانی ( اکسپرس),مرشد,,"۱۹۰,۰۰۰ تومان سالاد فصل",250000
غذای ایرانی ( اکسپرس),مرشد,,"۲۵۰,۰۰۰ تومان سیر ترشی",210000
غذای ایرانی ( اکسپرس),مرشد,,"۲۱۰,۰۰۰ تومان ترشی نازخاتون",190000
غذای ایرانی ( اکسپرس),مرشد,,– دارچین – هل),390000
غذای ایرانی ( اکسپرس),مرشد,,و زغال اخته بزرگ,510000
غذای ایرانی ( اکسپرس),مرشد,,و زغال اخته کوچک,350000
غذای ایرانی ( اکسپرس),مرشد,,شهد – عرق بهارنارنج,180000
غذای ایرانی ( اکسپرس),مرشد,,– گلاب – زعفران,180000
غذای ایرانی ( اکسپرس),مرشد,,– بیدمشک – گلاب),160000
غذای ایرانی ( اکسپرس),مرشد,,دوغ محلی (بزرگ),160000
غذای ایرانی ( اکسپرس),مرشد,,دوغ محلی (کوچک),135000
غذای ایرانی ( اکسپرس),مرشد,,"(کوچک) ۱۳۵,۰۰۰ تومان 021",75272
غذای ایرانی ( اکسپرس),روحی,,فارسی English العربية 021,68334
غذای ایرانی ( اکسپرس),روحی,,زیتون پرورده، لیموترش,157500
غذای ایرانی ( اکسپرس),روحی,,ثبت سفارش ۰۲۱,68334
غذای ایرانی ( اکسپرس),روحی,,فلفل کبابی ، لیمو,113500
غذای ایرانی ( اکسپرس),روحی,,سیب زمینی سرخ شده,101500
غذای ایرانی ( اکسپرس),روحی,,خلال پوست پرتقال، زرشک,109500
غذای ایرانی ( اکسپرس),روحی,,دورچین : پیاز,995000
غذای ایرانی ( اکسپرس),روحی,,زعفرانی، سس مرغ مخصوص,965000
غذای ایرانی ( اکسپرس),روحی,,سس مرغ مخصوص,985000
غذای ایرانی ( اکسپرس),روحی,,تکه شده ، پیازچه,935000
غذای ایرانی ( اکسپرس),روحی,,شده ، پیازچه، لیمو,995000
غذای ایرانی ( اکسپرس),روحی,,نان بسته بندی شده,895000
غذای ایرانی ( اکسپرس),روحی,,کبابی ، گوجه کبابی,179500
غذای ایرانی ( اکسپرس),روحی,,گوجه کبابی ، لیمو,159500
غذای ایرانی ( اکسپرس),روحی,,پیازچه، گوجه گیلاسی,525000
غذای ایرانی ( اکسپرس),روحی,,پیازچه ، گوجه گیلاسی,475000
غذای ایرانی ( اکسپرس),روحی,,کشمش و خرما,745000
غذای ایرانی ( اکسپرس),روحی,,لیمو ، فلفل کبابی,775000
غذای ایرانی ( اکسپرس),روحی,,پوست پرتقال ، زرشک,795000
غذای ایرانی ( اکسپرس),روحی,,سه تکه گوشت گوسفندی,735000
غذای ایرانی ( اکسپرس),روحی,,کشمش ، خرما,635000
غذای ایرانی ( اکسپرس),روحی,,۳ قرص نان,415000
غذای ایرانی ( اکسپرس),روحی,,نوع نان بولکی,495000
غذای ایرانی ( اکسپرس),روحی,,خیارشور، نوع نان بولکی,485000
غذای ایرانی ( اکسپرس),روحی,,۴۰۰ گرم برنج ایرانی,595000
غذای ایرانی ( اکسپرس),روحی,,پلو با برنج ایرانی,715000
غذای ایرانی ( اکسپرس),روحی,,زرشک و خلال بادام,665000
غذای ایرانی ( اکسپرس),روحی,,با سس خورشت قیمه,215000
غذای ایرانی ( اکسپرس),روحی,,۱۰۰ گرم ترشی گوجه,475000
غذای ایرانی ( اکسپرس),روحی,,ایرانی ، کره زعفرانی,345000
غذای ایرانی ( اکسپرس),روحی,,۴ تکه گوشت گوسفندی,655000
غذای ایرانی ( اکسپرس),روحی,,۱۶۰۰ گرم برنج ایرانی,139500
غذای ایرانی ( اکسپرس),روحی,,280 گرم ماست موسیر,195000
غذای ایرانی ( اکسپرس),روحی,,گرم ماست بورانی اسفناج,195000
غذای ایرانی ( اکسپرس),روحی,,گرم ماست و خیار,195000
غذای ایرانی ( اکسپرس),روحی,,۱۵۰ گرم ترشی لیته,160000
غذای ایرانی ( اکسپرس),روحی,,گوجه ۱۵۰گرم ترشی گوجه,160000
غذای ایرانی ( اکسپرس),روحی,,گرم ترشی هفت بیجار,160000
غذای ایرانی ( اکسپرس),روحی,,پرورده ۱۱۰گرم زیتون پرورده,275000
غذای ایرانی ( اکسپرس),روحی,,160گرم ماست موسیر متوسط,145000
غذای ایرانی ( اکسپرس),روحی,,لیم ، چاشنی سالاد,169000
غذای ایرانی ( اکسپرس),روحی,,۱۰۰ گرم سبزی خوردن,189000
غذای ایرانی ( اکسپرس),روحی,,۱۶۰گرم ماست و خیار,135000
غذای ایرانی ( اکسپرس),روحی,,۱۶۰گرم ماست بورانی اسفناج,145000
غذای ایرانی ( اکسپرس),روحی,,متوسط ۱۶۰گرم سالاد شیرازی,145000
غذای ایرانی ( اکسپرس),روحی,,اصیل ۴۵۰ میلی لیتر,179000
غذای ایرانی ( اکسپرس),روحی,,لیتر شربت بهار نارنج,210000
غذای ایرانی ( اکسپرس),روحی,,میلی لیتر شربت زعفران,210000
غذای ایرانی ( اکسپرس),روحی,,لیتر شربت خیار سکنجبین,210000
غذای ایرانی ( اکسپرس),روحی,,کولا ۳۳۰ میلی لیتر,83400
غذای ایرانی ( اکسپرس),روحی,,اسپرایت ۳۳۰ میلی لیتر,83400
غذای ایرانی ( اکسپرس),روحی,,فانتا ۳۳۰ میلی لیتر,64400
غذای ایرانی ( اکسپرس),روحی,,زیرو ۳۳۰ میلی لیتر,64400
غذای ایرانی ( اکسپرس),روحی,,زم ۳۳۰ میلی لیتر,71500
غذای ایرانی ( اکسپرس),روحی,,لیتر نوشابه کوکاکولا خانواده,111000
غذای ایرانی ( اکسپرس),روحی,,معدنی کوچک ۳۵۰میلی لیتر,17000
غذای ایرانی ( اکسپرس),روحی,,ساده ۳۳۰ میلی لیتر,50000
غذای ایرانی ( اکسپرس),روحی,,باربیکن لیمو ۳۳۰میلی لیتر,50000
غذای ایرانی ( اکسپرس),روحی,,هلو ۳۳۰ میلی لیتر,70000
غذای ایرانی ( اکسپرس),روحی,,قاشق روحی یک عدد,23000
غذای ایرانی ( اکسپرس),روحی,,ما ارتباط سریع 021,68334
شیکبار(لفو),لادیگیزیا,پرطرفدارها,کافه گلاسه 450 میلی لیتر,150000
شیکبار(لفو),لادیگیزیا,پرطرفدارها,وافل نوتلا بستنی,220000
شیکبار(لفو),لادیگیزیا,پرطرفدارها,بستنی اسکوپی شکلاتی یک اسکوپ,85000
شیکبار(لفو),لادیگیزیا,پرطرفدارها,آب انبه بستنی 450 میلی لیتر,150000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,فررو,150000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی شاتوت,85000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی انبه,85000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی وانیلی یک اسکوپ,85000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی نوتلا,120000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی زعفران,85000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی موز خرما,120000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی پسته,120000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی لوتوس,85000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی تیرامیسو,85000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,بستنی اسکوپی نسکافه,85000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,آب هویج بستنی 450 میلی لیتر,150000
شیکبار(لفو),لادیگیزیا,آبمیوه بستنی,آب توت فرنگی بستنی 450 میلی لیتر,150000
شیکبار(لفو),لادیگیزیا,فالوده,فالوده بستی 250 گرم,180000
شیکبار(لفو),لادیگیزیا,فالوده,فالوده 170 گرم,150000
شیکبار(لفو),لادیگیزیا,بستنی اسکوپی,بستنی اسکوپی معجون,120000
شیکبار(لفو),لادیگیزیا,بستنی سافت,بستنی سافت میکس وانیل توت فرنگی 120 گرم,80000
شیکبار(لفو),لادیگیزیا,بستنی سافت,بستنی سافت میکس وانیل توت فرنگی 200 گرم,95000
