کانسپت,برند,دسته,آیتم,قیمت (تومان)
(رویال)کباب ایرانی,شاندیز گالریا,میلک شیک- شیربستنی,هویج بستنی,470000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,اسپرسو فقط بصورت دبل,440000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,اسپرسو ماکیاتو,470000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,آمریکانو,440000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,کاپوچینو,470000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,کورتادو,450000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,لاته,480000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,موکا,500000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,سینامون لاته,490000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,لاته لوتوس,510000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,قهوه ترک,420000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,قهوه یونانی,440000
(رویال)کباب ایرانی,شاندیز گالریا,اسپرسو بار,لاته ماکیاتو,485000
(رویال)کباب ایرانی,شاندیز گالریا,آیس کافی بار,آیس آمریکانو,460000
(رویال)کباب ایرانی,شاندیز گالریا,آیس کافی بار,آیس لاته,470000
(رویال)کباب ایرانی,شاندیز گالریا,آیس کافی بار,آیس لاته ماکیاتو,475000
(رویال)کباب ایرانی,شاندیز گالریا,آیس کافی بار,آیس موکا,490000
(رویال)کباب ایرانی,شاندیز گالریا,آیس کافی بار,آفوگاتو,480000
(رویال)کباب ایرانی,شاندیز گالریا,قهوه دمی,V60قهوه دمی,510000
(رویال)کباب ایرانی,شاندیز گالریا,قهوه دمی,قهوه سرددم(cold brew),510000
(رویال)کباب ایرانی,شاندیز گالریا,نوشیدنی گرم,پسته داغ,530000
(رویال)کباب ایرانی,شاندیز گالریا,نوشیدنی گرم,چای کرک زعفران,450000
(رویال)کباب ایرانی,شاندیز گالریا,نوشیدنی گرم,چای ماسالا,410000
(رویال)کباب ایرانی,شاندیز گالریا,نوشیدنی گرم,وایت چاکلت,400000
(رویال)کباب ایرانی,شاندیز گالریا,نوشیدنی گرم,هات چاکلت,440000
(رویال)کباب ایرانی,شاندیز گالریا,نوشیدنی گرم,شیر عسل دارچین,370000
(رویال)کباب ایرانی,شاندیز گالریا,نوشیدنی گرم,ماچالاته,420000
(رویال)کباب ایرانی,شاندیز گالریا,نوشیدنی گرم,هات چاکلت مخصوص,460000
(رویال)کباب ایرانی,شاندیز گالریا,چای و دمنوش,چای سیاه,155000
(رویال)کباب ایرانی,شاندیز گالریا,چای و دمنوش,دمنوش جاسمین(چای مراکشی),450000
(رویال)کباب ایرانی,شاندیز گالریا,چای و دمنوش,دمنوش آرامش ( دو نفره),430000
(رویال)کباب ایرانی,شاندیز گالریا,چای و دمنوش,دمنوش سلامت ( دو نفره),460000
(رویال)کباب ایرانی,شاندیز گالریا,چای و دمنوش,دمنوش سیب به دارچین( دو نفره),440000
(رویال)کباب ایرانی,شاندیز گالریا,چای و دمنوش,دمنوش میوه های قرمز,440000
(رویال)کباب ایرانی,شاندیز گالریا,چای و دمنوش,دمنوش ویژه,450000
(رویال)کباب ایرانی,شاندیز گالریا,چای و دمنوش,دمنوش انتخابی,470000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,موس کیک شکلات,500000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,کنافه | Knafeh,1150000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,گلت سيب,410000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,پاریس برست,510000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,کیک پرنسس,480000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,کیک پسته,580000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,دسر اپرا,550000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,چیزکیک سن سباستین,510000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,چیزکیک سن سباستین پسته,540000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,چیزکیک سن سباستین لوتوس,590000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,مولتن چاکلت مخصوص شاندیز گالریا | Shandiz Galleria Special Molten Chocolate Cake,540000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,باقلوا,690000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,تیرامیسو,470000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,کروسان ساده,580000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,ارده خرما,195000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,خرما,180000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شیربرنج فرانسوی,460000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,بستنی سنتی | Traditional Ice Cream,380000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,بستنی شکلاتی,300000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,بستنی وانیلی,300000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات تبلتی ساده,200000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,جعبه شکلات ۲۰ تایی,2800000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات کلاستر بادام دانه ای,190000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات پرتقال,105000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات توت فرنگی,135000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,بادام زمینی و کارامل,140000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات شیری,145000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات دارک,145000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات زعفران,155000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات قهوه,120000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات چای,145000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات پسته,180000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات انگور,170000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات زرافه بزرگ,190000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات زرافه کوچک,160000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات خرس و ماه,180000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات کوچک عروسکی,65000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,کرانچی شکلات,140000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات تبلتی مغزدار,340000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات طرح دختر,200000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات مربع,195000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات فرشته,150000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,دراژه بادام,1000000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,دراژه فندق,150000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,بشقاب شکلات,760000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات کلاستر پسته و فندق دانه ای,180000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,مجيك چاكلتmajic chocolate,110000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات بادام درختی,160000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,شکلات کرانچی,190000
(رویال)کباب ایرانی,شاندیز گالریا,کیک دسر | CAKE & DESSERT,باقلوا مخصوصspecial baklava,430000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,دو سیب,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,آدامس دارچین,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,شیر انبه/Mango milk,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,بلوبری,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,دو سیب آلبالو,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,هندوانه,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,پرتقال نعنا,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,انگور نعنا,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,لیمو نعنا,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,دژاوو,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,پرتقال خامه,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,لیدی کیلر,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,شب  های مسکو,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,ازمیر,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,هاوانا,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,لرد انگلیسی,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,گاد فادر,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,فانکی دیزایر,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,شب های شیراز,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,پاریس,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,تمشک بستنی,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,آدامس نعنا,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,هندوانه یخ,1700000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,سری دوم سیلیکونی,850000
(رویال)کباب ایرانی,شاندیز گالریا,قلیون,سری دوم عربی,850000
(رویال)کباب ایرانی,کوهپایه,,خوراک کباب شیشلیک کوهپایه,999000
(رویال)کباب ایرانی,کوهپایه,,کباب بدون استخوان (سینه),395000
(رویال)کباب ایرانی,کوهپایه,,چلو خورشت کاری مرغ,389000
(رویال)کباب ایرانی,کوهپایه,,چلو کباب پیشنهاد سرآشپز,107500
(رویال)کباب ایرانی,کوهپایه,,چلو کباب برگ گوسفندی,775000
(رویال)کباب ایرانی,کوهپایه,,چلو کباب برگ ممتاز,104500
(رویال)کباب ایرانی,کوهپایه,,ایرانی افزودن چلو کره,119000
(رویال)کباب ایرانی,کوهپایه,,جوجه کباب با استخوان,425000
(رویال)کباب ایرانی,کوهپایه,,ماهی قزل آلا کبابی,435000
(رویال)کباب ایرانی,کوهپایه,,قزل آلا سرخ شده,445000
(رویال)کباب ایرانی,کوهپایه,,خوراک کباب فیله حلزونی,959000
(رویال)کباب ایرانی,کوهپایه,,افزودن خوراک کباب بختیاری,499000
(رویال)کباب ایرانی,کوهپایه,,افزودن جوجه کباب ماستی,569000
(رویال)کباب ایرانی,کوهپایه,,تند افزودن جوجه جزیره,459000
(رویال)کباب ایرانی,کوهپایه,,چلو خورشت کاری میگو,514000
(رویال)کباب ایرانی,کوهپایه,,کره افزودن برنج تند,155000
(رویال)کباب ایرانی,کوهپایه,,کته دنده مخصوص کوهپایه,111500
(رویال)کباب ایرانی,کوهپایه,,کته افزودن بیف استراگانف,655000
(رویال)کباب ایرانی,کوهپایه,,افزودن کباب شیش طاووق,569000
(رویال)کباب ایرانی,کوهپایه,,تند افزودن فیله استیک,925000
(رویال)کباب ایرانی,کوهپایه,,روز افزودن استیک مرغ,495000
(رویال)کباب ایرانی,کوهپایه,,گوجه افزودن شنیسل مرغ,445000
(رویال)کباب ایرانی,کوهپایه,,نیمرو افزودن بشقاب سبزیجات,265000
(رویال)کباب ایرانی,کوهپایه,,افزودن پیش غذا میرزاقاسمی,135000
(رویال)کباب ایرانی,کوهپایه,,افزودن کشک و بادمجان,135000
(رویال)کباب ایرانی,کوهپایه,,کشک افزودن بورانی بادمجان,99000
(رویال)کباب ایرانی,کوهپایه,,چکیده افزودن ماست موسیر,59000
(رویال)کباب ایرانی,کوهپایه,,موسیر افزودن ماست چکیده,59000
(رویال)کباب ایرانی,کوهپایه,,l; افزودن زیتون پرورده,75000
(رویال)کباب ایرانی,کوهپایه,,c افزودن سوپ جو,95000
(رویال)کباب ایرانی,کوهپایه,,سس مخصوص (دو نفره),179000
(رویال)کباب ایرانی,کوهپایه,,سالاد یونانی (دو نفره),179000
(رویال)کباب ایرانی,کوهپایه,,مرغ گریل (دو نفره),279000
(رویال)کباب ایرانی,کوهپایه,,سالاد دستچین (دو نفره),215000
(رویال)کباب ایرانی,کوهپایه,,نوشابه قوطی کوکا کولا,9819
(رویال)کباب ایرانی,کوهپایه,,ماءالشعیر قوطی بهنوش کلاسیک,10500
(رویال)کباب ایرانی,کوهپایه,,ماءالشعیر قوطی بهنوش لیمو,10500
(رویال)کباب ایرانی,کوهپایه,,افزودن دوغ بطری سنتی,9000
(رویال)کباب ایرانی,کوهپایه,,معدنی کوچک گاز دار,25000
(رویال)کباب ایرانی,کوهپایه,,افزودن آبمیوه آبمیوه هندوانه,43000
(رویال)کباب ایرانی,کوهپایه,,سرد نوشیدنی سنتی میکس,43000
(رویال)کباب ایرانی,کوهپایه,,میلی لیتر افزودن موهیتو,53000
(رویال)کباب ایرانی,کوهپایه,,لیتر افزودن لیموناد طبیعی,53000
(رویال)کباب ایرانی,شاندیز جردن,,مالیات ارزش افزوده,540000
(رویال)کباب ایرانی,شاندیز جردن,,گرمی، گوجه کبابی، لیمو,219000
(رویال)کباب ایرانی,شاندیز جردن,,گردن مخصوص,229000
(رویال)کباب ایرانی,شاندیز جردن,,۵۰۰ گرمی، گوجه فرنگی,245000
(رویال)کباب ایرانی,شاندیز جردن,,کتف مخصوص,239000
(رویال)کباب ایرانی,شاندیز جردن,,شام . برنج,370000
(رویال)کباب ایرانی,شاندیز جردن,,تازه،لیمو یا نارنج،پیاز خام),732000
(رویال)کباب ایرانی,شاندیز جردن,,داغ،لیمو یا نارنج،پیاز خام،سماق),216500
(رویال)کباب ایرانی,شاندیز جردن,,نارنج،نان تازه داغ،پیاز خام،سماق),435500
(رویال)کباب ایرانی,شاندیز جردن,,داغ،لیمو یا نارنج،پیاز خام),438000
(رویال)کباب ایرانی,شاندیز جردن,,پیش غذا ماست بادمجان,270000
(رویال)کباب ایرانی,شاندیز جردن,,ماست کوزه ای موسیر,75000
(رویال)کباب ایرانی,شاندیز جردن,,۲۵۰ گرم زیتون پرورده,395000
(رویال)کباب ایرانی,شاندیز جردن,,فصل کاهو، گوجه، خیار,330000
(رویال)کباب ایرانی,شاندیز جردن,,۲۰۰ گرم ماست چکیده,270000
(رویال)کباب ایرانی,شاندیز جردن,,ماست، 50 گرم بورانی,270000
(رویال)کباب ایرانی,شاندیز جردن,,۲۰۰ گرم ماست موسیر,270000
(رویال)کباب ایرانی,شاندیز جردن,,خیارشور ۲۰۰ گرم خیارشور,270000
(رویال)کباب ایرانی,شاندیز جردن,,۱۵۰ گرم سیر ترشی,270000
(رویال)کباب ایرانی,شاندیز جردن,,و شام کره محلی,210000
(رویال)کباب ایرانی,شاندیز جردن,,شام نوشیدنی آب گازدار,36200
(رویال)کباب ایرانی,شاندیز جردن,,و شام نوشابه قوطی,71900
(رویال)کباب ایرانی,شاندیز جردن,,ناهار و شام دوغ,77250
(رویال)کباب ایرانی,شاندیز جردن,,شام دلستر طعم دار,77500
(رویال)کباب ایرانی,شاندیز جردن,,و شام دلستر ساده,81800
(رویال)کباب ایرانی,شاندیز جردن,,و شام دوغ خانواده,126300
(رویال)کباب ایرانی,شاندیز جردن,,و شام نوشابه خانواده,95600
(رویال)کباب ایرانی,شاندیز جردن,,و شام آبمعدنی کوچک,18100
(رویال)کباب ایرانی,یاس پارک ملت,پرطرفدارها,چلو کباب برگ گوسفندی اقتصادی,1755000
(رویال)کباب ایرانی,یاس پارک ملت,پرطرفدارها,بسته بندی,15000
(رویال)کباب ایرانی,یاس پارک ملت,پرطرفدارها,خوراک کباب برگ گوسفندی اقتصادی,1623000
(رویال)کباب ایرانی,یاس پارک ملت,پرطرفدارها,خورا ک کباب برگ ممتاز,2790000
(رویال)کباب ایرانی,یاس پارک ملت,پرطرفدارها,چلو کباب لقمه گوسفندی اقتصادی,1205000
(رویال)کباب ایرانی,یاس پارک ملت,پرطرفدارها,خوراک کباب لقمه زعفرانی,1740000
(رویال)کباب ایرانی,یاس پارک ملت,پرطرفدارها,کته ساده,590000
(رویال)کباب ایرانی,یاس پارک ملت,پرطرفدارها,چلو کره,500000
(رویال)کباب ایرانی,یاس پارک ملت,کباب,خوراک کباب بیف برگ,2230000
(رویال)کباب ایرانی,یاس پارک ملت,کباب,خوراک کباب شیشلیک بره,2790000
(رویال)کباب ایرانی,یاس پارک ملت,کباب,خوراک کباب فیله ترش,2690000
(رویال)کباب ایرانی,یاس پارک ملت,کباب,خوراک کباب بره با سبزیجات,2690000
(رویال)کباب ایرانی,یاس پارک ملت,کباب,خوراک کباب برگ مجلسی,2490000
(رویال)کباب ایرانی,یاس پارک ملت,کباب,خوراک جوجه کباب یک سیخ,1360000
(رویال)کباب ایرانی,یاس پارک ملت,کباب,خوراک جوجه کباب با استخوان,1460000
(رویال)کباب ایرانی,یاس پارک ملت,خوراک,خوراک ران مرغ سس پز,790000
(رویال)کباب ایرانی,یاس پارک ملت,خوراک,خوراک سینه مرغ سس پز,790000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,شیرین پلو با ران مرغ سس پز,1360000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,شیرین پلو با سینه مرغ سس پز,1360000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,باقالی پلو با ران مرغ سس پز,1310000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,باقالی پلو با سینه مرغ سس پز,1310000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,زرشک پلو با ران مرغ سس پز,1290000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,زرشک پلو با سینه مرغ سس پز,1290000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,چلو ران مرغ سس پز,930000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,چلو سینه مرغ سس پز,930000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,ته چین مرغ با سس زرشک,1290000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,شیرین پلو,570000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,باقالی پلو,549000
(رویال)کباب ایرانی,یاس پارک ملت,چلو پلو ایرانی,زرشک پلو,553000
(رویال)کباب ایرانی,یاس پارک ملت,خورشت,خورشت فسنجان با سینه مرغ,1130000
(رویال)کباب ایرانی,یاس پارک ملت,خورشت,خورشت فسنجان با ران مرغ,1130000
(رویال)کباب ایرانی,یاس پارک ملت,غذای سنتی,خوراک ماهیچه بره آرام پز,2550000
(رویال)کباب ایرانی,یاس پارک ملت,غذای سنتی,خوراک گردن بره آرام پز,2350000
(رویال)کباب ایرانی,یاس پارک ملت,غذای دریایی,ماهی سالمون نروژی سرخ شده,3200000
(رویال)کباب ایرانی,یاس پارک ملت,غذای دریایی,ماهی سالمون نروژی کبابی,3200000
(رویال)کباب ایرانی,یاس پارک ملت,غذای دریایی,پستو شریمپ,1940000
(رویال)کباب ایرانی,یاس پارک ملت,غذای دریایی,میگو گریل شده,1930000
(رویال)کباب ایرانی,یاس پارک ملت,غذای دریایی,شریمپ تمپورا,1930000
(رویال)کباب ایرانی,یاس پارک ملت,غذای دریایی,ماهی فیله قزل آلا تنوری با سس لیمو و زعفران,1590000
(رویال)کباب ایرانی,یاس پارک ملت,غذای دریایی,ماهی قزل آلا کبابی,1590000
(رویال)کباب ایرانی,یاس پارک ملت,منوی اقتصادی,خوراک کباب لقمه گوسفندی اقتصادی,1051500
(رویال)کباب ایرانی,یاس پارک ملت,منوی اقتصادی,چلو جوجه کباب اقتصادی یک سیخ,1010500
(رویال)کباب ایرانی,یاس پارک ملت,منوی اقتصادی,خوراک جوجه کباب اقتصادی,895000
(رویال)کباب ایرانی,یاس پارک ملت,استیک,فیله مینیون,2590000
(رویال)کباب ایرانی,یاس پارک ملت,استیک,چیکن استیک,1100000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,پاستا بیف آلفردو,1340000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,پاستا چیکن آلفردو,990000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,بیف استراگانف,1470000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,چیکن پارمیزن,998000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,سینه مرغ شکم پر,1150000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,چیکن شنیسل,1113000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,چیکن استراگانف,1110000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,بشقاب سبزیجات,740000
(رویال)کباب ایرانی,یاس پارک ملت,غذای فرنگی,برنج اسپایسی,350000
(رویال)کباب ایرانی,یاس پارک ملت,سالاد,سالاد آنتروکت,850000
(رویال)کباب ایرانی,یاس پارک ملت,سالاد,گرین سالاد,930000
(رویال)کباب ایرانی,یاس پارک ملت,سالاد,سالاد فتوش,780000
(رویال)کباب ایرانی,یاس پارک ملت,سالاد,سالاد چیکن سیزر,780000
(رویال)کباب ایرانی,یاس پارک ملت,سالاد,سالاد شیرازی,330000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,حلیم بادمجان,490000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,میرزا قاسمی,450000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,گوجه و فلفل کبابی,200000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,سوپ جو 500 گرم,450000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,سوپ قارچ 500 گرم,450000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,حمص,390000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,زیتون ساده,350000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,زیتون مدیترانه,360000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,زیتون پرورده,390000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,پوره سیب زمینی,390000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,سیب زمینی سرخ شده,380000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,سس چیلی,20000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,ماست خامه ای,350000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,ماست موسیر,350000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,ماست و خیار سلطانی,380000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,بورانی اسفناج,360000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,بورانی بادمجان,360000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,ترشی انبه,350000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,خیارشور ویژه,250000
(رویال)کباب ایرانی,یاس پارک ملت,پیش غذا,پیاز سماق مدیترانه,250000
(رویال)کباب ایرانی,یاس پارک ملت,آبمیوه و ماکتیل,لیموناد,250000
(رویال)کباب ایرانی,یاس پارک ملت,آبمیوه و ماکتیل,نوشیدنی مارگاریتا,270000
(رویال)کباب ایرانی,یاس پارک ملت,آبمیوه و ماکتیل,آبمیوه طبیعی پرتقال 400 میلی لیتر,250000
(رویال)کباب ایرانی,یاس پارک ملت,آبمیوه و ماکتیل,موهیتو 400 میلی لیتر,270000
(رویال)کباب ایرانی,یاس پارک ملت,نوشیدنی,نوشابه قوطی کوکا کولا,84000
(رویال)کباب ایرانی,یاس پارک ملت,نوشیدنی,نوشابه قوطی کوکا کولا زیرو,84000
(رویال)کباب ایرانی,یاس پارک ملت,نوشیدنی,نوشابه قوطی فانتا پرتقالی,84000
(رویال)کباب ایرانی,یاس پارک ملت,نوشیدنی,ماءالشعیر قوطی هی دی سیب,90000
(رویال)کباب ایرانی,یاس پارک ملت,نوشیدنی,ماءالشعیر قوطی هی دی ساده,90000
(رویال)کباب ایرانی,یاس پارک ملت,نوشیدنی,ماءالشعیر قوطی هی دی لیمو,90000
(رویال)کباب ایرانی,یاس پارک ملت,نوشیدنی,دوغ بطری,130000
(رویال)کباب ایرانی,یاس پارک ملت,نوشیدنی,آب معدنی کوچک,25000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,بدون استخوان 400 گرمی,759000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,گرمی 1 سیخ جو,1255000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,2 سیخ کباب,977000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,گوشت دنده راسته گوسفندی,279000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,گوسفندی مزه دار شده,270000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,600 گرمی سرخ شده,166000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,راسته گوسفندی تخته‌کاری شده,270000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,220 گرم جوجه زعفرانی,209000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,جوجه زعفرانی 400 گرمی,182000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,گرمی زعفرانی با استخوان,132000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,و سینه مرغ زعفرانی,113000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,گوسفندی روغن پز شده,265000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,متشکل از گوشت گوسفندی,133000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,طعم دهنده های مخصوص,151000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,گرمی مزه دار شده,156000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,زعفرانی از برنج ایرانی,390000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,پلو با برنج ایرانی,460000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,ایرانی به همراه زرشک,440000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,یک پرس باقالی پلو,311000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,یک پرس چلو زعفرانی,304000
